id,company_id,transaction_date,amount,declined,product_ids,user_id,company_country,birth_date,user_country,num_products,user_age,user_lifetime,declines_per_user,transaction_month,amount_per_month,sales_per_month,lost_per_month,declines_per_month
1517E8A8-8B44-A7C9-6691-692C27D0DC2C,b-2546,2021-03-23 01:58:34,259.51,1,"['83', '43']",267,Sweden,1991-12-26,Canada,2,33,351,13,2021-03-01,6471.66,5711.35,760.31,3
152598C2-029D-D684-4B66-91EDF393EBFF,b-2326,2021-07-05 03:10:00,395.43,0,"['23', '97']",126,United Kingdom,2000-11-28,United States,2,24,296,0,2021-07-01,11373.93,9931.77,1442.16,8
156F3F80-7E7D-65CF-727D-6AE03CEB7520,b-2346,2021-04-29 07:06:10,404.16,0,['5'],92,Sweden,1984-09-21,United States,1,40,358,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
1575F87A-E37B-DADD-554C-A99D8E7162A6,b-2494,2022-01-14 00:43:18,37.55,0,"['61', '83', '37']",235,Ireland,1993-06-11,Canada,3,31,171,0,2022-01-01,8990.02,8236.31,753.71,3
158A3ACB-541C-DBCC-65BD-6373CC67BF1C,b-2302,2022-03-08 05:02:19,240.29,0,"['13', '41', '89', '71']",183,Germany,1982-10-20,United Kingdom,4,42,0,0,2022-03-01,4897.62,3520.71,1376.91,5
15CC4862-D13E-ED4B-941C-486484AFDFAD,b-2394,2021-04-22 13:56:42,447.11,0,"['97', '89']",272,United States,1991-04-16,Canada,2,33,347,38,2021-04-01,15980.23,13507.68,2472.5499999999997,11
162C7E78-2B6B-7971-A1E4-D2124E732451,b-2302,2021-04-11 05:59:18,231.26,0,['89'],210,Germany,2001-02-16,Canada,1,23,320,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
167DE938-B1C2-428D-FA3D-96A45CD41B22,b-2494,2021-03-29 11:04:24,414.36,0,"['7', '37', '2']",255,Ireland,1998-10-11,Canada,3,26,94,0,2021-03-01,6471.66,5711.35,760.31,3
1717FD6B-ADAD-7082-A748-9112BE892CCC,b-2302,2021-12-29 16:18:54,249.91,0,"['2', '5']",172,Germany,1998-10-28,United Kingdom,2,26,0,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
1742D72D-6EC3-1B42-A1B2-24AA75A6A14B,b-2346,2021-04-09 15:37:17,297.59,0,"['17', '11', '83', '67']",96,Sweden,1988-11-01,United States,4,36,339,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
1753A288-9FC1-52E6-5C39-A1FFB97B0D3A,b-2302,2021-08-17 05:32:08,497.84,0,"['1', '13', '89', '31']",222,Germany,1983-02-16,Canada,4,41,144,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
17561134-37A4-E316-2C3C-C5541EDAD761,b-2362,2021-09-15 05:23:32,371.57,0,"['53', '2']",92,Canada,1984-09-21,United States,2,40,358,0,2021-09-01,10503.32,9524.43,978.89,5
1788C881-EE67-9BAB-377A-4C78E772160B,b-2278,2022-01-16 08:19:44,486.83,0,"['7', '2', '79']",275,Norway,1982-08-03,Canada,3,42,341,24,2022-01-01,8990.02,8236.31,753.71,3
17B43AB2-DD7D-96C4-2C7D-1989F119A1CB,b-2278,2021-08-28 20:01:52,494.17,0,"['29', '11']",199,Norway,1990-07-08,United Kingdom,2,34,156,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
1822A630-4B6E-DABC-2576-6EC107FA15C2,b-2278,2021-09-16 23:56:49,140.31,0,"['23', '67', '97']",194,Norway,1991-07-20,United Kingdom,3,33,41,0,2021-09-01,10503.32,9524.43,978.89,5
18528B27-18B8-93DA-9B8C-31635C536DA4,b-2346,2022-02-15 22:26:43,208.0,0,"['83', '31']",96,Sweden,1988-11-01,United States,2,36,339,0,2022-02-01,10941.42,10077.55,863.87,5
185C9F2C-67A2-8EC0-0BB6-93789CC59F05,b-2362,2021-07-25 12:34:59,285.24,0,"['11', '53']",92,Canada,1984-09-21,United States,2,40,358,0,2021-07-01,11373.93,9931.77,1442.16,8
186F53DE-DE27-B1FE-B82F-15B61CEB7726,b-2302,2021-12-20 13:13:45,238.16,0,"['17', '37', '31']",225,Germany,1996-08-21,Canada,3,28,141,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
18B1AD88-F155-45B7-D2EA-4738407435D6,b-2362,2021-11-26 20:26:07,268.48,0,['7'],65,Canada,1993-09-26,United States,1,31,0,0,2021-11-01,8888.91,7675.74,1213.17,7
18B2472B-DA8B-36F7-B0F2-7DDA688B73D1,b-2362,2021-09-24 08:33:44,391.38,0,"['59', '23']",87,Canada,1981-08-14,United States,2,43,0,0,2021-09-01,10503.32,9524.43,978.89,5
18C4E2DD-1E4C-F35E-2198-C660BD81DC25,b-2302,2021-09-24 18:55:25,237.04,0,"['61', '53', '97', '31']",177,Germany,2000-08-20,United Kingdom,4,24,0,0,2021-09-01,10503.32,9524.43,978.89,5
18CCBA7C-ABC1-813D-FAF3-4BAB97429368,b-2302,2021-06-21 03:21:34,58.16,0,"['83', '97', '23', '71']",173,Germany,1996-03-24,United Kingdom,4,28,0,0,2021-06-01,14241.19,10817.81,3423.38,11
18D648AB-7D54-A3E8-2DBA-2D8D2991CA43,b-2618,2021-11-02 03:08:14,305.02,0,['89'],263,United Kingdom,1990-11-06,Canada,1,34,194,0,2021-11-01,8888.91,7675.74,1213.17,7
1998A483-B4CD-FAE6-745C-8F2F2EB77A8E,b-2362,2021-08-29 10:53:03,372.58,0,"['31', '67', '47']",92,Canada,1984-09-21,United States,3,40,358,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
19E1EC3E-2119-1EFD-8AAE-5930D4A4E63F,b-2302,2021-07-06 21:40:15,29.63,0,"['83', '11', '5']",154,Germany,1986-11-02,United Kingdom,3,38,0,0,2021-07-01,11373.93,9931.77,1442.16,8
1A1279B1-B393-3EE4-6A2E-6D8F1256A49D,b-2342,2021-05-02 23:27:58,225.64,1,"['61', '79', '59']",272,Sweden,1991-04-16,Canada,3,33,347,38,2021-05-01,15364.17,11659.27,3704.9,14
1A6CECFB-2E3A-65A3-72D9-2FDB58A1E4BA,b-2278,2021-07-03 08:35:06,200.04,0,"['7', '23', '2', '1']",209,Norway,1991-12-14,Canada,4,33,39,0,2021-07-01,11373.93,9931.77,1442.16,8
1A9B5411-64D8-DEC4-AC74-43E235AAEFC1,b-2618,2021-08-22 23:51:51,306.96,0,"['3', '67']",267,United Kingdom,1991-12-26,Canada,2,33,351,13,2021-08-01,15608.039999999999,13900.24,1707.8,7
1B117D49-936C-BA6C-E94B-30C3293AA239,b-2302,2021-05-09 23:56:04,371.35,0,"['59', '83']",163,Germany,1985-01-29,United Kingdom,2,39,0,0,2021-05-01,15364.17,11659.27,3704.9,14
1B521826-5860-5A86-5364-6EB6A5CC21B7,b-2302,2021-08-14 02:39:50,476.33,0,['7'],231,Germany,1987-10-25,Canada,1,37,65,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
1B636B58-A2E8-7C69-D9C9-C54535DAFD3B,b-2326,2021-07-06 08:48:46,195.06,0,['53'],131,United Kingdom,1996-01-14,United States,1,29,0,0,2021-07-01,11373.93,9931.77,1442.16,8
1BC3AC28-04FB-7015-D93A-422C9A68528D,b-2278,2021-03-21 16:22:42,208.47,0,"['61', '23']",210,Norway,2001-02-16,Canada,2,23,320,0,2021-03-01,6471.66,5711.35,760.31,3
1C3B3CC4-B919-7616-6A57-EEBDD7B7B68B,b-2302,2021-09-27 16:07:34,462.35,0,"['61', '67', '29']",217,Germany,1987-03-16,Canada,3,37,68,0,2021-09-01,10503.32,9524.43,978.89,5
1C9EE7A2-EA73-9E54-DAC7-D08632543C68,b-2346,2021-12-22 17:19:04,395.48,0,"['2', '5', '73']",96,Sweden,1988-11-01,United States,3,36,339,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
1D03001C-97EC-77F6-6E7E-8E2CAC237EA4,b-2346,2021-06-30 15:59:43,32.36,0,"['13', '53']",92,Sweden,1984-09-21,United States,2,40,358,0,2021-06-01,14241.19,10817.81,3423.38,11
1DE927AB-29A8-654F-3372-43971B6844AA,b-2618,2021-08-05 15:52:25,440.13,0,"['73', '79', '97', '13']",267,United Kingdom,1991-12-26,Canada,4,33,351,13,2021-08-01,15608.039999999999,13900.24,1707.8,7
1EA2B262-D507-AD14-4374-4D532967113F,b-2278,2021-08-04 11:21:27,274.15,0,"['23', '31', '1']",210,Norway,2001-02-16,Canada,3,23,320,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
1ED7A10C-3D78-18C5-483D-8FFE72CB8D58,b-2278,2022-02-13 12:02:43,432.55,0,"['3', '43']",206,Norway,2000-11-17,Canada,2,24,30,0,2022-02-01,10941.42,10077.55,863.87,5
1FB125A8-0901-63AC-E2B7-349E5974FBAD,b-2618,2022-02-16 14:33:25,415.11,0,['79'],267,United Kingdom,1991-12-26,Canada,1,33,351,13,2022-02-01,10941.42,10077.55,863.87,5
20418DE5-B804-BE9B-BD7A-A95C1BFDBF5C,b-2326,2022-01-03 15:59:29,479.52,0,"['89', '13']",126,United Kingdom,2000-11-28,United States,2,24,296,0,2022-01-01,8990.02,8236.31,753.71,3
2075B12D-69AB-7022-57BB-33ED49B72766,b-2302,2022-02-13 04:07:29,87.44,0,"['23', '19']",229,Germany,1987-10-13,Canada,2,37,89,0,2022-02-01,10941.42,10077.55,863.87,5
2139A647-D965-AA81-3915-55DADA16CD3F,b-2330,2022-03-07 10:53:46,119.68,0,"['79', '71']",273,France,1981-11-03,Canada,2,43,348,2,2022-03-01,4897.62,3520.71,1376.91,5
22C9EC22-45FC-72C8-63CE-5FA99A24E770,b-2618,2021-06-11 16:08:49,196.71,0,"['5', '97', '11', '13']",267,United Kingdom,1991-12-26,Canada,4,33,351,13,2021-06-01,14241.19,10817.81,3423.38,11
232D9E61-96EC-4D47-8191-A815D5EE89FE,b-2474,2021-09-25 08:40:41,268.89,1,"['13', '79']",272,Norway,1991-04-16,Canada,2,33,347,38,2021-09-01,10503.32,9524.43,978.89,5
239B8576-6C0E-137A-C2F6-3180A188A2D3,b-2326,2021-08-26 06:04:05,43.9,0,"['89', '53', '41']",126,United Kingdom,2000-11-28,United States,3,24,296,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
23CF8ED3-402C-7C54-59CD-DB505C5CCCCE,b-2570,2021-05-17 05:33:40,425.64,0,"['61', '67', '1']",267,United States,1991-12-26,Canada,3,33,351,13,2021-05-01,15364.17,11659.27,3704.9,14
241827A6-E87C-6DA3-5AC9-BBCFD42B7D2A,b-2302,2021-08-04 04:44:35,487.64,0,"['97', '83', '3']",190,Germany,1998-06-27,United Kingdom,3,26,222,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
2449E458-D672-3152-B598-FE959AC3AEB6,b-2386,2021-04-25 23:15:39,245.25,0,"['23', '71', '41', '5']",272,United States,1991-04-16,Canada,4,33,347,38,2021-04-01,15980.23,13507.68,2472.5499999999997,11
24EB2B70-3602-FDA8-54D5-9CD7F3CA523C,b-2606,2021-10-21 01:05:09,46.25,0,['2'],267,Canada,1991-12-26,Canada,1,33,351,13,2021-10-01,12281.17,10765.57,1515.6,5
2585891B-C4C7-075E-358B-B575339E5177,b-2302,2021-08-24 05:32:36,253.49,0,"['79', '19', '53']",215,Germany,1996-05-02,Canada,3,28,106,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
263035AA-8758-E413-8CC4-6D8F81BBF899,b-2302,2021-06-21 11:23:01,499.23,0,"['53', '31', '83', '29']",223,Germany,1992-03-23,Canada,4,32,7,0,2021-06-01,14241.19,10817.81,3423.38,11
2660D3B8-0B2C-AEBA-A891-95433968CF71,b-2362,2021-12-01 02:29:51,381.17,0,"['83', '17', '29', '61']",66,Canada,1988-09-14,United States,4,36,0,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
267C4A86-7BA7-1C5E-0718-2824983C87DD,b-2326,2021-10-01 21:08:53,122.63,0,"['17', '47', '29', '67']",126,United Kingdom,2000-11-28,United States,4,24,296,0,2021-10-01,12281.17,10765.57,1515.6,5
26D8A738-B651-A620-1EEA-D8E2CD353BEB,b-2362,2021-05-28 15:21:36,238.99,0,"['19', '17', '7']",92,Canada,1984-09-21,United States,3,40,358,0,2021-05-01,15364.17,11659.27,3704.9,14
276AB37B-1B03-234B-1DA0-88FF91175221,b-2366,2021-11-08 23:39:09,427.71,0,"['19', '97', '61']",272,Sweden,1991-04-16,Canada,3,33,347,38,2021-11-01,8888.91,7675.74,1213.17,7
2899837A-45A3-D3B1-0D03-8B33B867DF9B,b-2346,2021-12-11 21:36:59,324.34,0,"['11', '41', '29']",92,Sweden,1984-09-21,United States,3,40,358,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
2A37F5B3-11D8-3BA4-6E94-B7407D91942C,b-2362,2022-01-10 20:31:41,83.19,0,"['89', '59']",92,Canada,1984-09-21,United States,2,40,358,0,2022-01-01,8990.02,8236.31,753.71,3
2A5A3001-104F-1D1F-7852-5BA801869B6F,b-2354,2022-02-27 18:35:15,30.76,0,"['13', '1', '41']",272,United Kingdom,1991-04-16,Canada,3,33,347,38,2022-02-01,10941.42,10077.55,863.87,5
2B20375D-A316-8471-E83E-41EC79B7A88D,b-2578,2021-04-12 14:14:02,43.22,0,"['73', '89', '3']",267,New Zealand,1991-12-26,Canada,3,33,351,13,2021-04-01,15980.23,13507.68,2472.5499999999997,11
2B928E1C-EC14-A760-0A75-871477649D6A,b-2246,2021-08-10 08:14:49,383.73,0,"['59', '13', '23']",275,United Kingdom,1982-08-03,Canada,3,42,341,24,2021-08-01,15608.039999999999,13900.24,1707.8,7
2C7D9B65-2629-CAB1-5010-77BD1A74ADA6,b-2286,2021-07-08 22:54:31,258.18,0,['53'],275,New Zealand,1982-08-03,Canada,1,42,341,24,2021-07-01,11373.93,9931.77,1442.16,8
2C9A4725-4B19-621C-4EE4-AE9E31CFE5B0,b-2302,2021-08-14 09:23:34,28.95,0,['73'],149,Germany,1986-02-19,United States,1,38,0,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
2EA96879-F291-A5B2-BDC8-EDEAFD054661,b-2294,2021-08-20 05:48:42,108.2,1,"['59', '71']",275,United States,1982-08-03,Canada,2,42,341,24,2021-08-01,15608.039999999999,13900.24,1707.8,7
2EBE1D7D-9D97-9E4D-E758-2CDB994497A5,b-2346,2022-03-14 13:51:53,305.47,0,"['89', '53', '59']",96,Sweden,1988-11-01,United States,3,36,339,0,2022-03-01,4897.62,3520.71,1376.91,5
2F3B6AB6-147D-EB0B-FE8D-9A4E2EA9DBD5,b-2238,2021-10-18 06:12:03,33.81,0,"['47', '37', '11', '1']",275,New Zealand,1982-08-03,Canada,4,42,341,24,2021-10-01,12281.17,10765.57,1515.6,5
2F499B4D-4DC7-B337-010D-8B7471812A80,b-2618,2021-04-10 15:14:14,363.51,0,['1'],262,United Kingdom,1988-12-12,Canada,1,36,35,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
2F74E99B-9337-7F74-5208-5DEC81A174FD,b-2618,2021-06-04 16:40:30,475.06,0,"['17', '47', '1', '43']",265,United Kingdom,1999-01-10,Canada,4,26,235,0,2021-06-01,14241.19,10817.81,3423.38,11
310B8BF9-A441-1470-EDEF-417B7EF2B169,b-2346,2021-04-04 11:53:52,406.13,0,"['3', '31', '97', '5']",92,Sweden,1984-09-21,United States,4,40,358,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
3142C93E-B3B7-49E4-EE2D-29CA834B198D,b-2326,2021-04-06 17:24:44,91.59,0,"['29', '43']",126,United Kingdom,2000-11-28,United States,2,24,296,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
32A9BDCA-1390-2BE1-82C8-AD514E38A203,b-2346,2021-10-18 11:16:27,483.96,0,"['67', '2']",96,Sweden,1988-11-01,United States,2,36,339,0,2021-10-01,12281.17,10765.57,1515.6,5
331A8A52-52D4-D323-0388-1A97C982E441,b-2470,2021-08-12 14:31:26,144.26,1,"['1', '19', '5']",272,Norway,1991-04-16,Canada,3,33,347,38,2021-08-01,15608.039999999999,13900.24,1707.8,7
33525F74-4864-C19F-7D23-A8D78668B7C4,b-2302,2021-12-15 12:22:03,423.71,0,['29'],212,Germany,1986-04-10,Canada,1,38,24,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
34368DE0-D181-1B5C-6698-8DF585C06421,b-2302,2021-07-05 10:54:54,86.69,0,"['61', '11']",153,Germany,1994-07-27,United Kingdom,2,30,0,0,2021-07-01,11373.93,9931.77,1442.16,8
3461A2B4-8BEE-3797-ACA4-1DA3E64AC243,b-2346,2021-05-10 06:35:13,324.91,0,"['79', '5']",96,Sweden,1988-11-01,United States,2,36,339,0,2021-05-01,15364.17,11659.27,3704.9,14
34AA1D64-2989-DE1C-8705-C66C8DDB19DD,b-2302,2022-03-02 05:30:41,275.45,0,"['13', '97', '37']",166,Germany,1991-01-31,United Kingdom,3,33,0,0,2022-03-01,4897.62,3520.71,1376.91,5
3578688E-7B1D-B887-3BC7-20B8673AA31E,b-2326,2021-07-26 22:59:24,303.6,0,"['41', '13', '2']",126,United Kingdom,2000-11-28,United States,3,24,296,0,2021-07-01,11373.93,9931.77,1442.16,8
357BB633-3C33-A9D3-B8CD-9DDE75951893,b-2450,2021-09-16 16:06:40,399.12,1,"['53', '7', '97']",272,Netherlands,1991-04-16,Canada,3,33,347,38,2021-09-01,10503.32,9524.43,978.89,5
35DE2442-5AEB-9C73-E8DE-BC31DEA8C4DE,b-2282,2022-02-12 11:00:08,116.74,1,"['2', '1', '71']",275,Australia,1982-08-03,Canada,3,42,341,24,2022-02-01,10941.42,10077.55,863.87,5
35F284A2-5028-6DB8-A631-78B7981716C2,b-2278,2022-01-10 19:27:25,167.36,0,"['37', '67', '31']",192,Norway,1981-02-02,United Kingdom,3,43,20,0,2022-01-01,8990.02,8236.31,753.71,3
360C7814-F7AF-B43A-0946-AB38D2683C86,b-2326,2021-08-21 10:19:58,494.82,0,"['7', '19', '79']",116,United Kingdom,1981-09-01,United States,3,43,0,0,2021-08-01,15608.039999999999,13900.24,1707.8,7
369213C7-BD65-0715-6644-D5E4F9BD9914,b-2302,2021-12-29 18:54:29,458.66,0,"['23', '19', '41']",147,Germany,1991-06-13,United States,3,33,0,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
36AD59C1-944F-C355-8358-B83A446F3272,b-2346,2021-06-10 01:43:46,492.19,0,"['5', '67']",92,Sweden,1984-09-21,United States,2,40,358,0,2021-06-01,14241.19,10817.81,3423.38,11
36CCD7CD-F90E-2EE9-5B8B-576A04715373,b-2346,2022-01-16 16:20:55,325.93,0,['11'],96,Sweden,1988-11-01,United States,1,36,339,0,2022-01-01,8990.02,8236.31,753.71,3
370F6D3D-CB63-7335-8B43-15C876E2843B,b-2494,2021-05-03 02:20:08,236.19,0,"['11', '23']",251,Ireland,1980-08-25,Canada,2,44,188,0,2021-05-01,15364.17,11659.27,3704.9,14
37C2603F-412A-E0E9-DEB7-BE2982B5CE0D,b-2266,2022-01-02 16:59:28,51.76,1,"['13', '31']",275,Sweden,1982-08-03,Canada,2,42,341,24,2022-01-01,8990.02,8236.31,753.71,3
391E1CFD-D653-E45B-A729-F2EB93247B58,b-2326,2021-10-09 00:50:38,271.27,0,"['83', '61']",118,United Kingdom,1981-08-23,United States,2,43,0,0,2021-10-01,12281.17,10765.57,1515.6,5
39C889EA-B158-242A-0B79-E28E8B3A2342,b-2510,2021-06-02 21:07:59,365.95,1,"['47', '53']",268,Netherlands,1987-03-15,Canada,2,37,255,2,2021-06-01,14241.19,10817.81,3423.38,11
3A3B4A86-14FC-D9B3-164A-21542B509E1D,b-2278,2021-05-13 22:40:52,360.05,0,"['19', '73']",202,Norway,1986-12-02,Canada,2,38,10,0,2021-05-01,15364.17,11659.27,3704.9,14
3A3E00C1-C191-02EF-AD8E-42C9DA644E4A,b-2302,2021-11-10 19:14:50,451.66,0,"['3', '2', '67']",175,Germany,1996-04-08,United Kingdom,3,28,0,0,2021-11-01,8888.91,7675.74,1213.17,7
3A4D2D8C-AC59-C2D2-2C36-EAAD62B32B26,b-2494,2021-04-29 19:14:04,307.79,0,"['61', '79']",239,Ireland,1992-02-21,Canada,2,32,304,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
3AA66E6B-D2C4-CC71-6BF5-889E44A3D8D9,b-2330,2021-11-09 20:35:14,343.5,1,"['71', '31', '73', '7']",273,France,1981-11-03,Canada,4,43,348,2,2021-11-01,8888.91,7675.74,1213.17,7
3B2D4464-1E9E-D3AE-D837-6E14C69B7BC8,b-2494,2022-02-08 02:37:52,427.96,0,"['23', '2']",234,Ireland,1993-02-27,Canada,2,31,104,0,2022-02-01,10941.42,10077.55,863.87,5
3B37BE91-420F-4361-238A-3C5A42B998F7,b-2278,2022-03-02 02:21:42,154.94,0,['37'],191,Norway,1984-12-16,United Kingdom,1,40,212,0,2022-03-01,4897.62,3520.71,1376.91,5
3C291BE8-CA7C-39BA-76F8-7CB74937EC98,b-2618,2021-06-29 14:31:00,468.49,0,['31'],267,United Kingdom,1991-12-26,Canada,1,33,351,13,2021-06-01,14241.19,10817.81,3423.38,11
3C4D7C2A-A402-B941-625A-D64CA53526E8,b-2326,2021-04-25 19:11:52,441.27,0,"['23', '17']",117,United Kingdom,1994-04-19,United States,2,30,0,0,2021-04-01,15980.23,13507.68,2472.5499999999997,11
3C612673-2DD7-43C4-87CA-F90DE2E1372E,b-2382,2021-05-05 14:28:12,477.1,0,"['41', '37', '3']",272,Ireland,1991-04-16,Canada,3,33,347,38,2021-05-01,15364.17,11659.27,3704.9,14
3D4B5BDD-C674-13F6-B132-09D180277BC9,b-2618,2022-02-01 06:30:48,221.78,0,"['47', '31', '19']",267,United Kingdom,1991-12-26,Canada,3,33,351,13,2022-02-01,10941.42,10077.55,863.87,5
3DBC2D2E-1885-9D8A-3476-61E6865183AE,b-2618,2021-12-26 21:07:55,143.89,0,"['83', '29', '31']",264,United Kingdom,1993-12-12,Canada,3,31,106,0,2021-12-01,15162.07,14177.16,984.9100000000001,3
